address,city,density(sq mi),income(USD),price(USD),age,bds,ba,sqft,state,url,city_wiki,text
1222 Shafter Ave,SAN FRANCISCO,18860,65519,749000,100,5,2.5,2745,CA,https://www.zillow.com/homedetails/1222-Shafter-Ave-San-Francisco-CA-94124/15153895_zpid/,"https://en.wikipedia.org/wiki/San_Francisco,_CA","As of 2017, it was the seventh-highest income county in the United States, with a per capita personal income of $119,868.[21] As of 2015, San Francisco proper had a GDP of $154 billion, and a GDP per capita of ~$178,000.[22][23] The San Francisco CSA was the country's third-largest urban economy as of 2017, with a GDP of $907 billion.[24]  Of the 500+ primary statistical areas in the US, the San Francisco CSA had among the highest GDP per capita in 2017, at $93,938.[24] San Francisco was ranked 14th in the world and third in the United States on the Global Financial Centres Index as of September 2018.[25]"
32021 Avenida Evita,SAN JUAN CAPISTRANO,2548.37,75356,599000,45,3,2,1471,CA,https://www.zillow.com/homedetails/32021-Avenida-Evita-San-Juan-Capistrano-CA-92675/25561203_zpid/,"https://en.wikipedia.org/wiki/San_Juan_Capistrano,_CA","According to the 2010 United States Census, San Juan Capistrano had a median household income of $75,356, with 12.7% of the population living below the federal poverty line.[12]"
6266 Camino De La Costa,LA JOLLA,,,18900000,49,4,8,6338,CA,https://www.zillow.com/homedetails/6266-Camino-De-La-Costa-La-Jolla-CA-92037/16850614_zpid/,"https://en.wikipedia.org/wiki/La_Jolla,_CA",
14700 Laurel Dr,Riverside,4034.57,,298000,0,4,2,1800,CA,https://www.zillow.com/homedetails/14700-Laurel-Dr-Riverside-CA-92503/2091929817_zpid/,"https://en.wikipedia.org/wiki/Riverside,_CA","The trees thrived in the southern California climate and the navel orange industry grew rapidly. Many growers purchased bud wood and then grafted the cuttings to root stock. Within a few years, the successful cultivation of many thousands of the newly discovered Brazilian navel orange led to a California Gold Rush of a different kind: the establishment of the citrus industry, which is commemorated in the landscapes and exhibits of the California Citrus State Historic Park and the restored packing houses in the downtown's Marketplace district. By 1882, there were more than half a million citrus trees in California, almost half of which were in Riverside. The development of refrigerated railroad cars and innovative irrigation systems established Riverside as the richest city in the United States (in terms of income per capita) by 1895.[17]"
2361 Cambridge St,SACRAMENTO,5057.33,37049,195000,109,3,1,924,CA,https://www.zillow.com/homedetails/2361-Cambridge-St-Sacramento-CA-95815/26089519_zpid/,"https://en.wikipedia.org/wiki/Sacramento,_CA","The median income for a household in the city is $37,049, and the median income for a family is $42,051. Males have a median income of $35,946 versus $31,318 for females. The per capita income for the city is $18,721. 20.0% of the population and 15.3% of families are below the poverty line. Out of the total population, 29.5% of those under the age of 18 and 9.0% of those 65 and older are living below the poverty line."
1091 Laurel Way,BEVERLY HILLS,6076.91,86141,35000000,28,8,12,15000,CA,https://www.zillow.com/homedetails/1091-Laurel-Way-Beverly-Hills-CA-90210/20522044_zpid/,"https://en.wikipedia.org/wiki/Beverly_Hills,_CA","During 2009–2013, Beverly Hills had a median household income of $86,141, with 8.8% of the population living below the federal poverty line.[6]"
33740 Pacific Coast Hwy,MALIBU,650.65,133869,48500000,3,6,8,6785,CA,https://www.zillow.com/homedetails/33740-Pacific-Coast-Hwy-Malibu-CA-90265/20558261_zpid/,"https://en.wikipedia.org/wiki/Malibu,_CA","According to the 2010 United States Census, Malibu had a median household income of $133,869, with 10.6% of the population living below the federal poverty line.[53]"
17011 Acena Dr,SAN DIEGO,4325.5,45733,499000,55,3,2,1395,CA,https://www.zillow.com/homedetails/17011-Acena-Dr-San-Diego-CA-92128/16743289_zpid/,"https://en.wikipedia.org/wiki/San_Diego,_CA","In 2000, the median income for a household in the city was $45,733, and the median income for a family was $53,060. Males had a median income of $36,984 versus $31,076 for females. The per capita income for the city was $35,199.[107] According to Forbes in 2005, San Diego was the fifth wealthiest U.S. city[108] but about 10.6% of families and 14.6% of the population were below the poverty line, including 20.0% of those under age 18 and 7.6% of those age 65 or over.[107] San Diego was rated the fifth-best place to live in the United States in 2006 by Money magazine,[109] although it was no longer rated in the top 100 places by 2017.[110] As of January 1, 2008 estimates by the San Diego Association of Governments revealed that the household median income for San Diego rose to $66,715, up from $45,733 in 2000.[111]"
2110 Hercules Dr,LOS ANGELES,8483.02,49497,8495000,53,5,5.5,4260,CA,https://www.zillow.com/homedetails/2110-Hercules-Dr-Los-Angeles-CA-90046/20802035_zpid/,"https://en.wikipedia.org/wiki/Los_Angeles,_CA","According to the 2010 United States Census, Los Angeles had a median household income of $49,497, with 22.0% of the population living below the federal poverty line.[102]"
24900 Paseo Del Rancho,CALABASAS,1769.15,124583,11900000,21,8,7,10387,CA,https://www.zillow.com/homedetails/24900-Paseo-Del-Rancho-Calabasas-CA-91302/20553310_zpid/,"https://en.wikipedia.org/wiki/Calabasas,_CA","According to the 2010 United States Census, Calabasas had a median household income of $124,583, with 6.6% of the population living below the federal poverty line.[21]"
11 Montage Way,Laguna Beach,2607.38,94325,29000000,9,5,8,9500,CA,https://www.zillow.com/homedetails/11-Montage-Way-Laguna-Beach-CA-92651/61644216_zpid/,"https://en.wikipedia.org/wiki/Laguna_Beach,_CA","During 2009–2013, Laguna Beach had a median household income of $94,325, with 6.3% of the population living below the federal poverty line.[55]"
3476 Ridgeview Dr,Santa Rosa,4241.86,50931,799000,46,4,4,2930,CA,https://www.zillow.com/homedetails/3476-Ridgeview-Dr-Santa-Rosa-CA-95404/15869811_zpid/,"https://en.wikipedia.org/wiki/Santa_Rosa,_CA","The median income for a household in the city was $50,931, and the median income for a family was $59,659. Males had a median income of $40,420 versus $30,597 for females. The per capita income for the city was $24,495. 8.5% of the population and 5.1% of families were below the poverty line. Out of the total population, 9.5% of those under the age of 18 and 4.7% of those 65 and older were living below the poverty line."
21 Neptune Ct,SAN RAMON,4060.72,119297,675000,56,3,2,1310,CA,https://www.zillow.com/homedetails/21-Neptune-Ct-San-Ramon-CA-94583/18443895_zpid/,"https://en.wikipedia.org/wiki/San_Ramon,_CA","The median income for a household in the city was $119,297, and the median income for a family was $132,339. Males had a median income of $97,475 versus $70,083 for females. The per capita income for the city was $50,736. About 2.0% of families and 2.8% of the population were below the poverty line, including 2.9% of those under age 18 and 3.5% of those age 65 or over."
10539 Bellagio Rd,LOS ANGELES,8483.02,49497,34000000,88,5,7.5,13361,CA,https://www.zillow.com/homedetails/10539-Bellagio-Rd-Los-Angeles-CA-90077/20526836_zpid/,"https://en.wikipedia.org/wiki/Los_Angeles,_CA","According to the 2010 United States Census, Los Angeles had a median household income of $49,497, with 22.0% of the population living below the federal poverty line.[102]"
29825 Corte Faldas,TEMECULA,3067.53,78356,519000,31,5,3,2483,CA,https://www.zillow.com/homedetails/29825-Corte-Faldas-Temecula-CA-92591/18170263_zpid/,"https://en.wikipedia.org/wiki/Temecula,_CA","During 2009–2013, Temecula had a median household income of $78,356, with 8.5% of the population living below the federal poverty line.[39]"
7125 Breno Pl,RANCHO CUCAMONGA,4414.9,77835,449000,23,4,3,2657,CA,https://www.zillow.com/homedetails/7125-Breno-Pl-Rancho-Cucamonga-CA-91701/59198276_zpid/,"https://en.wikipedia.org/wiki/Rancho_Cucamonga,_CA","During 2009–2013, Rancho Cucamonga had a median household income of $77,835, with 6.9% of the population living below the federal poverty line.[40]"
6057 Scenic Ave,LOS ANGELES,8483.02,49497,829000,82,2,2,1370,CA,https://www.zillow.com/homedetails/6057-Scenic-Ave-Los-Angeles-CA-90068/20807196_zpid/,"https://en.wikipedia.org/wiki/Los_Angeles,_CA","According to the 2010 United States Census, Los Angeles had a median household income of $49,497, with 22.0% of the population living below the federal poverty line.[102]"
75 Gates St,SAN FRANCISCO,18860,65519,1195000,72,3,2,775,CA,https://www.zillow.com/homedetails/75-Gates-St-San-Francisco-CA-94110/15161508_zpid/,"https://en.wikipedia.org/wiki/San_Francisco,_CA","As of 2017, it was the seventh-highest income county in the United States, with a per capita personal income of $119,868.[21] As of 2015, San Francisco proper had a GDP of $154 billion, and a GDP per capita of ~$178,000.[22][23] The San Francisco CSA was the country's third-largest urban economy as of 2017, with a GDP of $907 billion.[24]  Of the 500+ primary statistical areas in the US, the San Francisco CSA had among the highest GDP per capita in 2017, at $93,938.[24] San Francisco was ranked 14th in the world and third in the United States on the Global Financial Centres Index as of September 2018.[25]"
13158 Leaila Ln,POWAY,1281.43,,599900,56,3,2,1200,CA,https://www.zillow.com/homedetails/13158-Leaila-Ln-Poway-CA-92064/16829367_zpid/,"https://en.wikipedia.org/wiki/Poway,_CA","In 1980 Poway incorporated and officially became the City of Poway (nicknamed ""the City in the Country"") rather than a neighborhood of San Diego itself. Poway no longer relies on agriculture for its primary source of income and has instead transitioned into a residential community for those who work for employers in and around the San Diego area. According to a recent state government estimate, the population of Poway has grown since that last census to 50,542.[15] It justifies its nickname of the ""City in the Country"" despite its burgeoning population because it has been designated a ""Tree City""[16] for the last decade."
96 Ridge View Dr,Atherton,1438.97,,24900000,2,6,7,13849,CA,https://www.zillow.com/homedetails/96-Ridge-View-Dr-Atherton-CA-94027/15597827_zpid/,"https://en.wikipedia.org/wiki/Atherton,_CA","Atherton is an incorporated town in San Mateo County, California, United States. Its population was 7,159 as of 2013. In 1990, Atherton was ranked as having the highest per capita income among U.S. towns with a population between 2,500 and 9,999,[11] and it is regularly ranked as the most expensive ZIP Code in the United States.[12][13][14]"
908 S Orange Ave,SANTA ANA,12311.83,53335,498000,44,4,3,1894,CA,https://www.zillow.com/homedetails/908-S-Orange-Ave-Santa-Ana-CA-92701/25095426_zpid/,"https://en.wikipedia.org/wiki/Santa_Ana,_CA","During 2009–2013, Santa Ana had a median household income of $53,335, with 21.5% of the population living below the federal poverty line.[33]"
8971 Shoreham Dr,Los Angeles,8483.02,49497,6995000,1,4,7,6032,CA,https://www.zillow.com/homedetails/8971-Shoreham-Dr-Los-Angeles-CA-90069/20799425_zpid/,"https://en.wikipedia.org/wiki/Los_Angeles,_CA","According to the 2010 United States Census, Los Angeles had a median household income of $49,497, with 22.0% of the population living below the federal poverty line.[102]"
279 Higate Dr,Daly City,13936.13,60310,788000,60,3,2,1160,CA,https://www.zillow.com/homedetails/279-Higate-Dr-Daly-City-CA-94015/15472064_zpid/,"https://en.wikipedia.org/wiki/Daly_City,_CA","The median income for a household in the city was $60,310, and the median income for a family was $66,365. Males had a median income of $36,227 versus $34,147 for females. The per capita income for the city was $22,900.  About 5.2% of families and 9.1% of the population were below the poverty line, including 8.4% of those under age 18 and 6.3% of those age 65 or over."
15024 Jupiter St,WHITTIER,5930.99,68522,499888,67,3,2,1212,CA,https://www.zillow.com/homedetails/15024-Jupiter-St-Whittier-CA-90603/21460866_zpid/,"https://en.wikipedia.org/wiki/Whittier,_CA","During 2009–2013, Whittier had a median household income of $68,522, with 12.4% of the population living below the federal poverty line.[4]"
29139 Misty Point Ln,Menifee,1949.54,54903,300000,14,5,3,2309,CA,https://www.zillow.com/homedetails/29139-Misty-Point-Ln-Menifee-CA-92585/2086102633_zpid/,"https://en.wikipedia.org/wiki/Menifee,_CA","During 2009–2013, Menifee had a median household income of $54,903, with 10.3% of the population living below the federal poverty line.[14]"
350 K St UNIT 312,SAN DIEGO,4325.5,45733,400000,17,2,2,1023,CA,https://www.zillow.com/homedetails/350-K-St-UNIT-312-San-Diego-CA-92101/54907184_zpid/,"https://en.wikipedia.org/wiki/San_Diego,_CA","In 2000, the median income for a household in the city was $45,733, and the median income for a family was $53,060. Males had a median income of $36,984 versus $31,076 for females. The per capita income for the city was $35,199.[107] According to Forbes in 2005, San Diego was the fifth wealthiest U.S. city[108] but about 10.6% of families and 14.6% of the population were below the poverty line, including 20.0% of those under age 18 and 7.6% of those age 65 or over.[107] San Diego was rated the fifth-best place to live in the United States in 2006 by Money magazine,[109] although it was no longer rated in the top 100 places by 2017.[110] As of January 1, 2008 estimates by the San Diego Association of Governments revealed that the household median income for San Diego rose to $66,715, up from $45,733 in 2000.[111]"
